,category,service,link,info
68,Образование,Прием документов для перевода детей из школы в школу ,/cms/ru/online-services/for_citizen/pass_30_17_mp,"Результат оказания услуги
Уведомление об оказании государственной услуги «Прием документов для перевода детей между организациями начального, основного среднего, общего среднего образования», либо уведомление об отказе в оказании государственной услуги с мотивированным ответом.
Уведомление о предоставлении бесплатного подвоза к общеобразовательной организации образования и обратно домой, либо мотивированный ответ об отказе в оказании государственной услуги.

"
69,Образование,Прием документов для прохождения аттестации педагогов,/cms/ru/online-services/for_citizen/certification_1,"Результат оказания услуги
При обращении к услугодателю выдача расписки о приеме заявления для присвоения (подтверждения) квалификационной категории педагогам, по форме, либо мотивированный отказ в оказании государственной услуги.
В Государственной корпорации выдача готовых документов осуществляется на основании расписки о приеме соответствующих документов, при предъявлении документа удостоверяющий личность (либо его представителя по нотариально удостоверенной доверенности).
Документы, не выданные в срок из-за отсутствия обращения заявителя (представителя), в течение одного месяца хранятся в Государственной корпорации, после истечения данного срока возвращаются услугодателю как невостребованные. При обращении услугополучателю по истечении одного месяца, по запросу Государственной корпорации услугодатель в течение одного рабочего дня направляет готовые документы в Государственную корпорацию для выдачи услугополучателю.
При обращении через портал уведомление о приеме документов, либо мотивированный отказ в дальнейшем рассмотрении заявления, подписанная ЭЦП услугодателя, отражается в личном кабинете заявителя.
"
70,Образование,Прием документов для участия в конкурсе на назначение первых руководителей государственных организаций образования,/cms/ru/online-services/for_citizen/konkurs_1,"Результат оказания услуги
При оказании государственной услуги бумажно - выдача расписки о приеме документов на участие в конкурсе по форме, либо мотивированный отказ в оказании государственной услуги.
При обращении электронно в ""личный кабинет"" услугополучателя приходит уведомление о приеме документов на участие в конкурсе в форме электронного документа, подписанного ЭЦП уполномоченного лица услугодателя либо мотивированный отказ
"
71,Образование,Прием документов для участия в конкурсе на обучение за рубежом в рамках академической мобильности,/cms/ru/online-services/for_citizen/pass203_mon,"Результат оказания услуги
Расписка о приеме документов к участию в конкурсе на обучение за рубежом, в том числе в рамках академической мобильности.
"
72,Образование,Прием документов для участия в конкурсе на обучение за рубежом в рамках международных договоров в области образования,/cms/ru/online-services/for_citizen/pass_203_mon,"Результат оказания услуги
Расписка о приеме документов к участию в конкурсе на обучение за рубежом в рамках международных договоров в области образования либо мотивированный ответ об отказе в оказании государственной услуги.
"
73,Образование,"Прием документов для участия в конкурсе на присуждение международной стипендии ""Болашак""",/cms/ru/online-services/for_citizen/184pass_mon,"Результат оказания услуги
Расписка о допуске к участию в конкурсе или о направлении документов для рассмотрения в индивидуальном порядке в Министерство либо мотивированный ответ об отказе.

"
74,Образование,Прием документов для участия в конкурсе на прохождение научных стажировок,/cms/ru/online-services/for_citizen/pass474_mon,"Результат оказания услуги
Уведомление о допуске к участию в конкурсе или о направлении документов для рассмотрения в индивидуальном порядке в Министерство либо мотивированный ответ об отказе.
"
75,Образование,Прием документов и зачисление в организации высшего и (или) послевузовского образования для обучения по образовательным программам высшего образования,/cms/ru/online-services/for_citizen/pass_pryem1,"Результат оказания услуги
при обращении услугодателю и в ГО:
при обращении на портал:
"
76,Образование,Прием документов и зачисление в организации высшего и (или) послевузовского образования для обучения по образовательным программам послевузовского образования,/cms/ru/online-services/for_citizen/193pass_mon,"Результат оказания услуги
Выдача расписки о приеме документов по форме, утвержденной приказом № 39 и приказ о зачислении в ОВПО, прошедших конкурсный отбор по итогам вступительных экзаменов до 28 августа календарного года.
"
77,Образование,"Прием документов и зачисление в организации образования (начальные, основные средние, общие средние, специальные)",/cms/ru/online-services/for_citizen/mon-197-205,"Результат оказания услуги
При обращении на портал:
При обращении в ГО:
"
78,Образование,Прием документов и зачисление детей в дошкольные организации,/cms/ru/online-services/for_citizen/199pass_mon,"Результат оказания услуги
Зачисление ребенка в дошкольную организацию на основании заключенного договора между дошкольной организацией и одним из родителей или законным представителем ребенка либо мотивированный ответ об отказе в оказании государственной услуги.
"
79,Образование,"Прием документов на конкурс по размещению государственного образовательного заказа на подготовку кадров с техническим и профессиональным, послесредним образованием",/cms/ru/online-services/for_citizen/pass73-2_mon,"Результат оказания услуги
Уведомление о принятии документов на конкурс по размещению государственного образовательного заказа на подготовку кадров с техническим и профессиональным, послесредним образованием в организациях образования в произвольной форме либо мотивированный ответ об отказе в оказании государственной услуги.
"
80,Образование,Признание документов о высшем и послевузовском образовании,/cms/ru/online-services/for_citizen/pass_mon,"Результат оказания услуги
Удостоверение о признании документа об образовании.
Дубликат удостоверения о признании документов об образовании.
Мотивированный ответ об отказе в оказании государственной услуги.
"
81,Образование,"Признание документов о среднем, техническом и профессиональном, послесреднем образовании",/cms/ru/online-services/for_citizen/185pass_mon,"Результат оказания услуги
При обращении в Государственную корпорацию:
- удостоверение о признании документов об образовании;
- дубликат удостоверения о признании документов об образовании;
- мотивированный ответ об отказе в оказании государственной услуги.
При обращении на портал:
В случае обращения услугополучателя за результатом оказания государственной услуги на бумажном носителе, результат оказания государственной услуги оформляется в бумажной форме, заверяется печатью и подписью руководителя или уполномоченного на это лица услугодателя.
"
82,Образование,"Присуждение образовательных грантов, а также оказание социальной поддержки обучающимся в организациях высшего и (или) послевузовского образования",/cms/ru/online-services/for_citizen/182pass_mon,"Результат оказания услуги
Электронное свидетельство о присуждении образовательного гранта, а также приказ руководителя ОВПО о назначении стипендии или мотивированный ответ об отказе в оказании государственной услуги.
"
83,Образование,"Регистрация студентов, обучающихся за рубежом",/cms/ru/online-services/for_citizen/6-51pass_mon,"Результат оказания услуги
Уведомление об оказании услуги «Регистрация студентов, обучающихся за рубежом» (о принятии документов для регистрации информации в ИС НОБД и дальнейшей отправки данных для назначения ОСМС), либо мотивированным ответ об отказе.
"
84,Трудоустройствоизанятость,Аккредитация местных спортивных федераций,/cms/ru/online-services/for_citizen/mks_657,"Результат оказания услуги
Свидетельство об аккредитации спортивной федерации, переоформленное свидетельство об аккредитации спортивной федерации, дубликат свидетельства об аккредитации спортивной федерации либо мотивированный ответ об отказе в оказании государственной услуги.
На портале -  уведомление о готовности результата государственной услуги, удостоверенное электронной цифровой подписью уполномоченного должностного лица, для получения результата оказания государственной услуги.
"
85,Трудоустройствоизанятость,Аккредитация республиканских и региональных спортивных федераций,/cms/ru/online-services/for_citizen/pass505_adsfk,"Результат оказания услуги
Свидетельство об аккредитации спортивной федерации, переоформленное свидетельство об аккредитации спортивной федерации, дубликат свидетельства об аккредитации спортивной федерации либо мотивированный ответ об отказе в оказании государственной услуги.
На портале - направляется уведомление о готовности результата государственной услуги, удостоверенное электронной цифровой подписью уполномоченного должностного лица, для получения результата оказания государственной услуги.
"
86,Трудоустройствоизанятость,Выдача дубликата сертификата о прохождении тестирования,/cms/ru/online-services/for_citizen/pass_25_08_mdgs,"Результат оказания услуги
Дубликат сертификата.
"
87,Трудоустройствоизанятость,Выдача сведений о совершении лицом коррупционного преступления,/cms/ru/online-services/for_citizen/pass29_gp,"Результат оказания услуги
Выдача сведений о совершении лицом коррупционного преступления.
Уведомление со сведениями о наличии уголовного дела, возбужденного по коррупционным статьям, по которому не принято окончательное процессуальное решение.
"
88,Трудоустройствоизанятость,Выплата пожизненного ежемесячного материального обеспечения спортсменам и тренерам,/cms/ru/online-services/for_citizen/pass506_adsfk,"Результат оказания услуги
Уведомление о выплате пожизненного материального обеспечения услугополучателю либо мотивированный ответ об отказе в оказании государственной услуги.
На портале – уведомление о готовности результата государственной услуги, удостоверенное электронной цифровой подписью уполномоченного должностного лица, для получения в Государственной корпорации результата государственной услуги.
"
89,Трудоустройствоизанятость,Запись на тестирование на оценку личных качеств,/cms/ru/online-services/for_citizen/pass_25_10_mdgs,"Результат оказания услуги
Расписка о приеме заявления.
"
90,Трудоустройствоизанятость,Запрос личного дела,/cms/ru/online-services/for_citizen/pass_25_09_mdgs,"Результат оказания услуги
Данные личного дела из БД ИИС «е-Кызмет».
"
91,Трудоустройствоизанятость,Информация о социальных отчислениях обязательного социального страхования,/cms/ru/online-services/for_citizen/pass171-6_mtszn,"Результат оказания услуги
Информация о состоянии и движении социальных отчислений.
"
92,Трудоустройствоизанятость,Компенсационная выплата членам сборных команд Республики Казахстан по видам спорта (национальных сборных команд по видам спорта) при получении ими спортивных травм и увечий на международных спортивных соревнованиях,/cms/ru/online-services/for_citizen/pass_mks02501008,"Результат оказания услуги
Уведомление о компенсационной выплате услугополучателю либо мотивированный ответ об отказе в оказании государственной услуги.
На портале – уведомление о готовности результата государственной услуги, удостоверенное электронной цифровой подписью уполномоченного должностного лица, для получения в Государственной корпорации результата государственной услуги.
"
93,Трудоустройствоизанятость,"Оказание содействия лицам, ищущим работу",/cms/ru/online-services/for_citizen/pass177_mtszn,"Результат оказания услуги
Выдача направления лицам на участие в активных мерах содействия занятости, которая включает в себя:
"
94,Трудоустройствоизанятость,"Оказание содействия лицам, ищущим работу, и безработным",/cms/ru/online-services/for_citizen/pass183_mtczn,"Результат оказания услуги
Уведомление о регистрации в качестве лица, ищущего работу либо мотивированный ответ об отказе в оказании государственной услуги.
"
95,Трудоустройствоизанятость,Поиск вакансий и подача заявления на участие в конкурсе,/cms/ru/online-services/for_citizen/pass_25_07_mdgs,"Результат оказания услуги
Расписка о получении документов;
Заявление о приеме на работу.
"
96,Трудоустройствоизанятость,Поиск вакансий и подача заявления на участие в конкурсе (по новой системе отбора),/cms/ru/online-services/for_citizen/pass_25_07_mdgs_new,"Результат оказания услуги
Расписка о получении документов;
Заявление о приеме на работу.
"
97,Трудоустройствоизанятость,Пособие по случаю потери работы,/cms/ru/online-services/for_citizen/pass155_mtszn,"Результат оказания услуги
Уведомление о назначении (отказе в назначении) социальной выплаты по случаю потери работы.
На портале, портале ЭБТ: электронное уведомление о назначении (отказе в назначении) социальной выплаты по случаю потери работы, удостоверенное ЭЦП руководителя филиала Фонда, направленное в ""личный кабинет"" заявителя на портал, портал ЭБТ.
При оказании через проактивную услугу: Sms-оповещение на мобильный телефон заявителя.
"
98,Трудоустройствоизанятость,Предоставление информации о регистрации в качестве безработного,/cms/ru/online-services/for_citizen/pass190-3_mtszn,"Результат оказания услуги
Информация о регистрации в качестве безработного.
"
99,Трудоустройствоизанятость,Присвоение спортивных званий и категорий,/cms/ru/online-services/for_citizen/pass507_adsfk,"Результат оказания услуги
Результатом государственной услуги является удостоверение о присвоении спортивного звания, удостоверение о присвоении квалификационной категории и (или) соответствующий нагрудной знак или копия приказа о присвоении спортивных званий и квалификационных категорий, либо мотивированный ответ об отказе в оказании государственной услуги.
"
100,Трудоустройствоизанятость,Присвоение спортивных разрядов,/cms/ru/online-services/for_citizen/pass513_adsfk,"Результат оказания услуги
Результатом государственной услуги является удостоверение о присвоении спортивного разряда и квалификационной категории или копии приказа о присвоении спортивных разрядов и квалификационных категорий, либо мотивированный ответ об отказе в оказании государственной услуги.
"
101,Трудоустройствоизанятость,"Присвоение спортивных разрядов: спортсмен 2 разряда, спортсмен 3 разряда, спортсмен 1 юношеского разряда, спортсмен 2 юношеского разряда, спортсмен 3 юношеского разряда и квалификационных категории",/cms/ru/online-services/for_citizen/pass514_adsfk,"Результат оказания услуги
Результатом государственной услуги является удостоверение о присвоении юношеского разряда, удостоверение о присвоении квалификационной категории или копии приказа о присвоении юношеских разрядов и квалификационных категорий, либо мотивированный ответ об отказе в оказании государственной услуги.
"
102,Трудоустройствоизанятость,"Присвоение статусов ""специализированная"" спортивным школам и ""специализированное"" отделениям спортивных школ",/cms/ru/online-services/for_citizen/pass_mks02501007,"Результат оказания услуги
Копия приказа о присвоении статуса ""специализированная"" спортивным школам или ""специализированное"" отделениям спортивных школ.
На портале – уведомление о готовности результата государственной услуги, удостоверенное электронной цифровой подписью уполномоченного должностного лица, для получения в Государственной корпорации результата государственной услуги.
Расписка об отказе в оказании государственной услуги.
"
103,Трудоустройствоизанятость,"Регистрация лиц, ищущих работу",/cms/ru/online-services/for_citizen/pass034_mtszn,"Результат оказания услуги
Уведомление о регистрации в качестве лица, ищущего работу либо мотивированный ответ об отказе в оказании государственной услуги.
"
104,Трудоустройствоизанятость,Справка о несудимости,/cms/ru/online-services/for_citizen/e_004,"Результат оказания услуги
Выдача справки о наличии либо отсутствии судимости.
Выдача справки о наличии либо отсутствии судимости другому физическому лицу осуществляется на основании доверенности, удостоверенной нотариально, выданной лицом, в отношении которого запрашиваются сведения.
При электронной подаче запроса на изготовление справки для выезда за границу в бумажной форме, в том числе с апостилем, выдача готовых документов осуществляется через выбранный на портале услугополучателем филиал Государственной корпорации на основании документа, удостоверяющего личность услугополучателя либо его представителя по нотариально заверенной доверенности.
Государственная корпорация обеспечивает хранение справки в бумажной форме в течение 1 месяца, после чего передает их услугодателю для дальнейшего хранения в течение 2 месяцев.
При обращении услугополучателя по истечении 1 месяца, по запросу Государственной корпорации услугодатель в течение 1 рабочего дня направляет готовые документы в Государственную корпорацию для выдачи услугополучателю.
Заявление услугополучателя и документы к нему в бумажной форме, а также справка о наличии либо отсутствии судимости в бумажной форме, за получением которой услугополучатель не явился в течение 3 месяцев подшиваются (формируются) услугодателем в отдельное номенклатурное дело.
"
105,Трудоустройствоизанятость,"Тестирование государственных служащих, претендентов на занятие вакантной административной государственной должности и граждан, поступающих на правоохранительную службу",/cms/ru/online-services/for_citizen/553pass_adgs,"Результат оказания услуги
Для административной службы:
- Либо справка о прохождении тестирования с результатами ниже значений прохождения тестирования.
Результат оказания государственной услуги направляется посредством портала в личный кабинет кандидата в течение 20 минут.
Для правоохранительной службы​:
- Либо справка о прохождении тестирования с результатами ниже значений прохождения тестирования.
Форма предоставления результата оказания государственной услуги: электронная.
"
106,Социальноеобеспечение,Возврат излишне (ошибочно) уплаченных социальных отчислений и (или) пени за несвоевременную и (или) неполную уплату социальных отчислений,/cms/ru/online-services/for_citizen/passP6-73_mtszn,"Результат оказания услуги
Уве­дом­ле­ние о воз­вра­те (от­ка­зе в воз­вра­те) из­лишне (оши­боч­но) упла­чен­ных со­ци­аль­ных от­чис­ле­ний и (или) пе­ни за несвое­вре­мен­ную и (или) непол­ную упла­ту со­ци­аль­ных от­чис­ле­ний.
"
107,Социальноеобеспечение,Возврат ошибочно перечисленных обязательных пенсионных взносов и (или) пени,/cms/ru/online-services/for_citizen/passP6-72_mtszn,"Результат оказания услуги
Уве­дом­ле­ние о воз­вра­те оши­боч­но пе­ре­чис­лен­ных сумм обя­за­тель­ных пен­си­он­ных взно­сов и (или) пе­ни ли­бо мо­ти­ви­ро­ван­ный от­каз в ока­за­нии го­су­дар­ствен­ной услу­ги.
"
108,Социальноеобеспечение,Выдача лицам с инвалидностью направлений в санаторий ,/cms/ru/online-services/for_citizen/pass169_mtszn,"Результат оказания услуги
Уведомление об оформлении документов на предоставление лицам с инвалидностью и детям с инвалидностью санаторно-курортного лечения либо мотивированный отказ в оказании государственной услуги.
Госкорпорация информирует заявителя о принятом решении посредством передачи смс-уведомления на абонентский номер заявителя.
При обращении через веб-портал, результат оказания государственной услуги направляется в ""личный кабинет"" заявителя в форме электронного документа, подписанного электронной цифровой подписью уполномоченного лица.
"
109,Социальноеобеспечение,"Выдача полигонного удостоверения (Семипалатинский полигон), выплата компенсации",/cms/ru/online-services/for_citizen/pass035_mtszn,"Результат оказания услуги
Услугодателем:
В Государственной корпорации или через портал:
"
110,Социальноеобеспечение,Выдача справки по назначению АСП,/cms/ru/online-services/for_citizen/pass175_mtszn,"Результат оказания услуги
Информация, подтверждающая принадлежность (либо отсутствие принадлежности) заявителя к получателям адресной социальной помощи.
"
111,Социальноеобеспечение,Выплата на погребение,/cms/ru/online-services/for_citizen/pass162_mtszn,"Результат оказания услуги
На портале уведомление о назначении единовременной выплаты на погребение, а также информация о назначении единовременной выплаты на погребение направляется в ""личный кабинет"" услугополучателя в форме электронного документа, удостоверенного электронной цифровой подписью уполномоченного лица услугодателя.
Результат оказания государственной услуги выдается при предъявлении документа, удостоверяющего личность при личном посещении услугополучателя (или его представителя по нотариально заверенной доверенности) на основании расписки о приеме соответствующих документов.
Форма предоставления результата оказания государственной услуги: электронная и (или) бумажная.
Государственная корпорация информирует услугополучателя о принятом решении посредством передачи sms-оповещения на мобильный телефон услугополучателя.
"
112,Социальноеобеспечение,Информация о начислениях ЕНПФ,/cms/ru/online-services/for_citizen/pass111_enpf,"Результат оказания услуги
Сведения о поступлении и движении средств вкладчика единого накопительного пенсионного фонда.
"
113,Социальноеобеспечение,Назначение АСП,/cms/ru/online-services/for_citizen/pass166_mtszn,"Результат оказания услуги
Уведомление о назначении адресной социальной помощи, а в случае отказа – с указанием его причин в письменной форме через карьерный центр или акима, а также путем направления сообщения на абонентский номер в сетях сотовой связи.
При оказании услуги через портал уведомление о назначении, а в случае отказа – с указанием его причин в ""личный кабинет"" услугополучателя в форме электронного документа, удостоверенного ЭЦП уполномоченного органа.
"
114,Социальноеобеспечение,Назначение базовой пенсии,/cms/ru/online-services/for_citizen/pass152_mtszn,"Результат оказания услуги
Уведомление о назначении (об отказе в назначении) государственной базовой пенсионной выплаты.
Форма предоставления результата оказания государственной услуги: электронная и (или) бумажная.
На портале уведомление о назначении государственной базовой пенсионной выплаты, а также информация о назначении государственной базовой пенсионной выплаты направляется в ""личный кабинет"" услугополучателя в форме электронного документа, удостоверенного электронной цифровой подписью уполномоченного лица услугодателя.
Результат оказания государственной услуги выдается при предъявлении документа, удостоверяющего личность при личном посещении услугополучателя (или его представителя по нотариально заверенной доверенности) на основании расписки о приеме соответствующих документов.
Государственная корпорация информирует услугополучателя о принятом решении посредством передачи sms-оповещения на мобильный телефон услугополучателя.
"
115,Социальноеобеспечение,Назначение государственного социального пособия по инвалидности,/cms/ru/online-services/for_citizen/pass153_mtszn,"Результат оказания услуги
Уведомление о назначении (об отказе в назначении) пособий.
На портале уведомление о назначении государственного социального пособия по инвалидности, а также информация о назначении пособий направляется в ""личный кабинет"" услугополучателя в форме электронного документа, удостоверенного электронной цифровой подписью уполномоченного лица услугодателя.
Результат оказания государственной услуги выдается при предъявлении документа, удостоверяющего личность при личном посещении услугополучателя (или его представителя по нотариально заверенной доверенности) на основании расписки о приеме соответствующих документов.
Государственная корпорация информирует услугополучателя о принятом решении посредством передачи sms-оповещения на мобильный телефон услугополучателя.
При оказании услуги через проактивную услугу результат оказания услуги предоставляется посредством sms-оповещения на мобильный телефон услугополучателя.
"
116,Социальноеобеспечение,Назначение пенсии из ЕНПФ,/cms/ru/online-services/for_citizen/pass171-5_mtszn,"Результат оказания услуги
По за­яв­ле­ни­ям, за­ре­ги­стри­ро­ван­ным в Го­су­дар­ствен­ной кор­по­ра­ции, Го­су­дар­ствен­ная кор­по­ра­ция ин­фор­ми­ру­ет за­яви­те­ля об осу­ществ­ле­нии пен­си­он­ной вы­пла­ты в свя­зи с до­сти­же­ни­ем пен­си­он­но­го воз­рас­та по­сред­ством пе­ре­да­чи sms-уве­дом­ле­ния на но­мер мо­биль­но­го те­ле­фо­на услу­го­по­лу­ча­те­ля, ука­зан­ный в за­яв­ле­нии (при на­ли­чии) не позд­нее од­но­го ра­бо­че­го дня, сле­ду­ю­ще­го за днем пе­ре­во­да пен­си­он­ных вы­плат на бан­ков­ский счет по­лу­ча­те­ля.
По за­яв­ле­ни­ям лиц, яв­ля­ю­щих­ся ли­ца­ми с ин­ва­лид­но­стью пер­вой и вто­рой групп бес­сроч­но, чле­на­ми се­мьи умер­ше­го ли­ца, име­ю­ще­го пен­си­он­ные на­коп­ле­ния, или ли­ца­ми, осу­ще­ствив­ши­ми по­гре­бе­ние, ино­стран­ца­ми, ли­ца­ми без граж­дан­ства, вы­ехав­ши­ми на по­сто­ян­ное ме­сто жи­тель­ства за пре­де­лы Рес­пуб­ли­ки Ка­зах­стан, на­след­ни­ка­ми пен­си­он­ных на­коп­ле­ний умер­ше­го ли­ца, за­ре­ги­стри­ро­ван­ных услу­го­да­те­лем, услу­го­да­тель ин­фор­ми­ру­ет за­яви­те­ля об осу­ществ­ле­нии пен­си­он­ной вы­пла­ты по­сред­ством пе­ре­да­чи sms-уве­дом­ле­ния на но­мер мо­биль­но­го те­ле­фо­на услу­го­по­лу­ча­те­ля, ука­зан­ный в за­яв­ле­нии (при на­ли­чии).
"
117,Социальноеобеспечение,Назначение пособий по беременности и родам,/cms/ru/online-services/for_citizen/pass198_mtszn,"Результат оказания услуги
Уведомление о назначении (отказе в назначении) социальных выплат по случаю потери дохода в связи с беременностью и родами, усыновлением (удочерением) новорожденного ребенка (детей).
На портале: электронное уведомление о назначении (отказе в назначении) социальных выплат по случаю потери дохода в связи с беременностью и родами, усыновлением (удочерением) новорожденного ребенка (детей), удостоверенное электронной цифровой подписью руководителя филиала Фонда, направленное в ""личный кабинет"" заявителя на портал.
При оказании через проактивную услугу: sms-оповещение на мобильный телефон заявителя.
"
